"skill","intent","example"
"parrot","did.you.hear.me.intent","¿queda claro?"
"parrot","did.you.hear.me.intent","¿me has entendido?"
"parrot","did.you.hear.me.intent","¿capisci?"
"parrot","repeat.stt.intent","repite lo que acabo de decir"
"parrot","repeat.stt.intent","a ver lo que he dicho"
"parrot","repeat.stt.intent","repite lo que he dicho que yo lo oiga"
"parrot","repeat.stt.intent","reitera mi última frase"
"parrot","repeat.stt.intent","¿puedes reproducir mis últimas palabras?"
"parrot","repeat.stt.intent","¿sabrías volver a decir lo último que he dicho?"
"parrot","repeat.stt.intent","dime lo que acabo de decir"
"parrot","repeat.stt.intent","dime lo que he dicho"
"parrot","repeat.stt.intent","te ordeno que repitas lo que acabo de expresar"
"parrot","repeat.stt.intent","¿qué ha sido lo último que he dicho?"
"parrot","repeat.stt.intent","solo por ver si estás atento: ¿qué he comentado?"
"parrot","repeat.stt.intent","por favor, quiero comprobar si has escuchado lo que acabo de mencionar"
"parrot","repeat.stt.intent","te ordeno que repitas lo que te he dicho"
"parrot","repeat.stt.intent","por favor, ¿puedes repetir lo mismo que te he dicho?"
"parrot","repeat.stt.intent","di lo mismo de lo que te acabo de decir"
"parrot","repeat.stt.intent","usa las mismas palabras que acabo de usar"
"parrot","repeat.stt.intent","habla de la misma forma como lo acabo de hacer"
"parrot","repeat.stt.intent","repite lo último que he dicho"
"parrot","repeat.stt.intent","¿podrías volver a decir lo que acabo de decirte?"
"parrot","repeat.stt.intent","repite mis últimas palabras"
"parrot","repeat.stt.intent","¿qué es lo último que te he dicho?"
"parrot","repeat.stt.intent","¿qué he dicho?"
"parrot","repeat.tts.intent","repite lo que has dicho"
"parrot","repeat.tts.intent","otra vez"
"parrot","repeat.tts.intent","¿qué has dicho?"
"parrot","repeat.tts.intent","no me he enterado, ¿qué?"
"parrot","repeat.tts.intent","¿qué dices?"
"parrot","repeat.tts.intent","dilo otra vez"
"parrot","repeat.tts.intent","a ver, repite lo que has dicho"
"parrot","repeat.tts.intent","¿puedes repetir esto último?"
"parrot","repeat.tts.intent","di lo mismo otra vez"
"parrot","repeat.tts.intent","no te he entendido, repite"
"parrot","repeat.tts.intent","¿cómo? ¿qué acabas de decir?"
"parrot","repeat.tts.intent","que me repitas lo que has dicho, leñe"
"parrot","repeat.tts.intent","¿puedes volver a decir lo mismo que has dicho?"
"parrot","repeat.tts.intent","joder no te entiendo, ¿puedes repetirlo?"
"parrot","repeat.tts.intent","¿puedes repetir el prompt que acabas de hacer que no te he acabado de entender?"
"parrot","repeat.tts.intent","puedes volver a decir las mismas palabras que acabas de usar"
"parrot","repeat.tts.intent","repite lo que acabas de decir"
"parrot","repeat.tts.intent","vuelve a decir lo último"
"parrot","repeat.tts.intent","¿que acabas de decir?"
"parrot","repeat.tts.intent","repíte, por favor"
"parrot","start_parrot.intent","activa el modo loro"
"parrot","start_parrot.intent","inicia el modo de repetición"
"parrot","start_parrot.intent","a partir de ahora, repite mis palabras"
"parrot","start_parrot.intent","hasta nuevo aviso, imítame como un loro"
"parrot","start_parrot.intent","imítame hasta que yo te diga"
"parrot","start_parrot.intent","di lo mismo que yo hasta que te avise"
"parrot","start_parrot.intent","pon el modo lorito"
"parrot","start_parrot.intent","ponte en plan loro"
"parrot","start_parrot.intent","modo loro on"
"parrot","start_parrot.intent","dale al modo loro"
"parrot","start_parrot.intent","a partir de ahora imítame"
"parrot","start_parrot.intent","ahora sígueme, repite todo lo que diga"
"parrot","start_parrot.intent","entra en modo repetición"
"parrot","start_parrot.intent","¡activa ya el modo loro!"
"parrot","start_parrot.intent","repite todo lo que diga a partir de ahora"
"parrot","start_parrot.intent","activa el modo repetición"
"parrot","start_parrot.intent","pone on al modo loro"
"parrot","start_parrot.intent","¿puedes ser mi eco a partir de ahora y repetirme todo el rato?"
"parrot","start_parrot.intent","¿puedes activar este modo que tienes que repites todo el rato lo mismo que yo digo?"
"parrot","start_parrot.intent","repite todo el rato lo que yo te voy diciendo"
"parrot","start_parrot.intent","repíteme hasta que diga"
"parrot","start_parrot.intent","empieza el modo loro"
"parrot","start_parrot.intent","repite todo lo que yo diga"
"parrot","start_parrot.intent","ahora conviértete en loro"
"parrot","start_parrot.intent","ves repitiéndome"
"parrot","start_parrot.intent","conviértete en mi loro"
"parrot","stop_parrot.intent","para de repetir lo que digo"
"parrot","stop_parrot.intent","basta ya de modo loro"
"parrot","stop_parrot.intent","no me repitas más"
"parrot","stop_parrot.intent","finaliza las repeticiones"
"parrot","stop_parrot.intent","deja de repetir mis palabras"
"parrot","stop","que te calles ya"
"parrot","stop","¡silencio!"
"parrot","stop_parrot.intent","que pares de repetir, pesado"
"parrot","stop_parrot.intent","stop modo loro"
"parrot","stop_parrot.intent","te dejo descansar, para el modo loro"
"parrot","stop","silencio"
"parrot","stop_parrot.intent","ya no repitas nada más"
"parrot","stop_parrot.intent","para, me he cansado del loro"
"parrot","stop_parrot.intent","vuelve a la normalidad"
"parrot","stop_parrot.intent","stop modo repetición"
"parrot","stop_parrot.intent","por favor, para el modo repetición"
"parrot","stop_parrot.intent","¿puedes parar de repetir todo el rato lo que te digo?"
"parrot","stop","¡qué pesado, cállate ya!"
"parrot","stop","¡cállate ya robot!"
"parrot","stop_parrot.intent","desactiva el modo loro"
"parrot","stop_parrot.intent","finaliza el modo loro"
"parrot","stop_parrot.intent","ya no me repitas más"
"parrot","stop_parrot.intent","¡basta de repetirme!"
"parrot","stop_parrot.intent","hasta aquí el modo loro"
"parrot","stop_parrot.intent","deja de ser mi loro"
"personal (who are you)","WhatAreYou.intent","¿qué tipo de aparato eres tú?"
"personal (who are you)","WhatAreYou.intent","¿qué se supone que eres?"
"personal (who are you)","WhatAreYou.intent","¿qué tipo de máquina eres?"
"personal (who are you)","WhatAreYou.intent","¿eres un ordenador, una IA o qué?"
"personal (who are you)","WhatAreYou.intent","¿qué clase de cacharro eres?"
"personal (who are you)","WhatAreYou.intent","¿Me explicas qué eres exactamente?"
"personal (who are you)","WhatAreYou.intent","¿tú qué eres?"
"personal (who are you)","WhatAreYou.intent","¿eres un robot?"
"personal (who are you)","WhatAreYou.intent","¿hay algo detrás de la voz?"
"personal (who are you)","WhatAreYou.intent","¿te consideras una inteligencia artificial?"
"personal (who are you)","WhatAreYou.intent","¿existes en el mundo real?"
"personal (who are you)","WhatAreYou.intent","¿cómo te definirías?"
"personal (who are you)","WhatAreYou.intent","¿qué tipo de robot eres?"
"personal (who are you)","WhatAreYou.intent","¿qué representa que eres?"
"personal (who are you)","WhatAreYou.intent","¿con quién estoy hablando?"
"personal (who are you)","WhatAreYou.intent","¿de qué material estás hecho?"
"personal (who are you)","WhatAreYou.intent","¿qué eres?"
"personal (who are you)","WhatAreYou.intent","¿qué narices eres?"
"personal (who are you)","WhatAreYou.intent","explícame qué eres"
"personal (who are you)","WhatAreYou.intent","¿qué es un asistente virtual?"
"personal (who are you)","WhatAreYou.intent","quiero saber exactamente qué eres"
"personal (who are you)","WhenWereYouBorn.intent","¿cuándo naciste?"
"personal (who are you)","WhenWereYouBorn.intent","¿desde cuándo existes?"
"personal (who are you)","WhenWereYouBorn.intent","¿qué día te crearon?"
"personal (who are you)","WhenWereYouBorn.intent","¿desde qué fecha estás operativo?"
"personal (who are you)","WhenWereYouBorn.intent","¿cuándo te hicieron?"
"personal (who are you)","WhenWereYouBorn.intent","¿cuál es tu fecha de nacimiento?"
"personal (who are you)","WhenWereYouBorn.intent","¿cuándo te crearon?"
"personal (who are you)","WhenWereYouBorn.intent","¿cuántos años tienes?"
"personal (who are you)","WhenWereYouBorn.intent","¿fuiste creado hace mucho?"
"personal (who are you)","WhenWereYouBorn.intent","¿cuándo empezaste a funcionar?"
"personal (who are you)","WhenWereYouBorn.intent","¿cuándo saludaste al mundo por primera vez?"
"personal (who are you)","WhenWereYouBorn.intent","¿cuándo dijiste el primer hola al mundo?"
"personal (who are you)","WhenWereYouBorn.intent","¿qué día naciste?"
"personal (who are you)","WhenWereYouBorn.intent","¿qué día saliste del huevo?"
"personal (who are you)","WhenWereYouBorn.intent","¿qué día abriste los ojos por primera vez?"
"personal (who are you)","WhenWereYouBorn.intent","¿cuánto hace que existes?"
"personal (who are you)","WhenWereYouBorn.intent","¿hace cuánto que estás vivo?"
"personal (who are you)","WhenWereYouBorn.intent","¿desde què día funcionas?"
"personal (who are you)","WhenWereYouBorn.intent","¿en qué año te crearon?"
"personal (who are you)","WhereWereYouBorn.intent","¿dónde te han creado?"
"personal (who are you)","WhereWereYouBorn.intent","¿cuál es tu lugar de nacimiento?"
"personal (who are you)","WhereWereYouBorn.intent","¿de dónde eres?"
"personal (who are you)","WhereWereYouBorn.intent","¿en qué sitio naciste?"
"personal (who are you)","WhereWereYouBorn.intent","¿cuál es tu ciudad de origen?"
"personal (who are you)","WhereWereYouBorn.intent","¿De dónde sales?"
"personal (who are you)","WhereWereYouBorn.intent","¿de dónde vienes?"
"personal (who are you)","WhereWereYouBorn.intent","¿de qué país vienes?"
"personal (who are you)","WhereWereYouBorn.intent","¿eres extranjero o español?"
"personal (who are you)","WhereWereYouBorn.intent","¿te crearon en un laboratorio?"
"personal (who are you)","WhereWereYouBorn.intent","¿dónde está tu hogar?"
"personal (who are you)","WhereWereYouBorn.intent","¿tienes alguna nacionalidad?"
"personal (who are you)","WhereWereYouBorn.intent","¿en qué dirección de Google Maps te han creado?"
"personal (who are you)","WhereWereYouBorn.intent","¿qué sitio del mundo viste por primera vez cuando naciste?"
"personal (who are you)","WhereWereYouBorn.intent","¿en qué localización fuiste creado?"
"personal (who are you)","WhereWereYouBorn.intent","¿qué ciudadanos tenías a tu alrededor en el momento de tu nacimiento?"
"personal (who are you)","WhereWereYouBorn.intent","¿en qué ciudad dijiste hola al mundo por primera vez?"
"personal (who are you)","WhereWereYouBorn.intent","¿de dónde sales?"
"personal (who are you)","WhereWereYouBorn.intent","¿dónde naciste?"
"personal (who are you)","WhereWereYouBorn.intent","¿en qué lugar té han desarrollado?"
"personal (who are you)","WhereWereYouBorn.intent","¿podrías decirme dónde naciste?"
"personal (who are you)","WhereWereYouBorn.intent","¿cuál es tu lugar de origen?"
"personal (who are you)","WhoAreYou.intent","¿tienes nombre?"
"personal (who are you)","WhoAreYou.intent","¿Tu nombre es?"
"personal (who are you)","WhoAreYou.intent","¿Cómo te tengo que llamar?"
"personal (who are you)","WhoAreYou.intent","¿Cómo me dirijo a ti?"
"personal (who are you)","WhoAreYou.intent","¿Quién se supone que eres?"
"personal (who are you)","WhoAreYou.intent","¿Con quién hablo?"
"personal (who are you)","WhoAreYou.intent","¿cómo te llamas?"
"personal (who are you)","WhoAreYou.intent","¿tienes algún apodo?"
"personal (who are you)","WhoAreYou.intent","si fueras humano, ¿qué nombre te pondrías?"
"personal (who are you)","WhoAreYou.intent","¿puedo llamarte de alguna forma?"
"personal (who are you)","WhoAreYou.intent","¿qué nombre pone en tu DNI?"
"personal (who are you)","WhoAreYou.intent","¿qué pone en tu DNI?"
"personal (who are you)","WhoAreYou.intent","¿como es tu nombre?"
"personal (who are you)","WhoAreYou.intent","¿con qué nombre te sientes llamado?"
"personal (who are you)","WhoAreYou.intent","¿como te llamas?"
"personal (who are you)","WhoAreYou.intent","dime tu nombre por favor"
"personal (who are you)","WhoAreYou.intent","¿cómo te tengo que llamar?"
"personal (who are you)","WhoAreYou.intent","¿cuál es tu nombre?"
"personal (who are you)","WhoAreYou.intent","podrías decirme tu nombre"
"personal (who are you)","WhoAreYou.intent","¿cómo te llaman tus amigos?"
"personal (who are you)","WhoMadeYou.intent","¿quiénes son tus papás?"
"personal (who are you)","WhoMadeYou.intent","¿Quién te inventó?"
"personal (who are you)","WhoMadeYou.intent","¿Tu creador quién fue?"
"personal (who are you)","WhoMadeYou.intent","¿Sabes quién te hizo?"
"personal (who are you)","WhoMadeYou.intent","¿Te hizo un ingeniero o quién?"
"personal (who are you)","WhoMadeYou.intent","¿Cómo se llama la persona que te creó?"
"personal (who are you)","WhoMadeYou.intent","¿quiénes son tus creadores?"
"personal (who are you)","WhoMadeYou.intent","¿quién te inventó?"
"personal (who are you)","WhoMadeYou.intent","¿quién está detrás de ti?"
"personal (who are you)","WhoMadeYou.intent","¿tus padres son humanos?"
"personal (who are you)","WhoMadeYou.intent","¿conoces a las personas que te crearon?"
"personal (who are you)","WhoMadeYou.intent","¿te creó una empresa?"
"personal (who are you)","WhoMadeYou.intent","¿quiénes son las personas que te han hecho?"
"personal (who are you)","WhoMadeYou.intent","¿quiénes son tus progenitores?"
"personal (who are you)","WhoMadeYou.intent","¿cómo se nombran las personas que te han creado?"
"personal (who are you)","WhoMadeYou.intent","¿quién te ha creado?"
"personal (who are you)","WhoMadeYou.intent","¿quién ha tenido la idea de crearte?"
"personal (who are you)","WhoMadeYou.intent","¿quién te desarrolló?"
"personal (who are you)","WhoMadeYou.intent","dime quién te ha hecho existir"
"personal (who are you)","WhoMadeYou.intent","¿podrías explicare quien te ha hecho?"
"personal (who are you)","WhoMadeYou.intent","¿quién te dio a luz?"
"weather","daily_forecast.intent","¿puedes mirarme si va a llover en Valladolid mañana?"
"weather","is_snow.intent","¿va a nevar en las próximas horas en Madrid?"
"weather","is_rain.intent","¿es verdad que se esperan tormentas en el sur mañana?"
"weather","is_clear.intent","confírmame si hará sol por la tarde."
"weather","hourly_forecast.intent","dime si superaremos los cuarenta grados a las dos del mediodía."
"weather","hourly_forecast.intent","¿sabes si estará nublado al atardecer?"
"weather","is_snow.intent","oye, ¿habrá nieve pasado mañana o no?"
"weather","daily_forecast.intent","¿qué temperatura se espera mañana en Barcelona?"
"weather","hourly_forecast.intent","quiero saber las probabilidades de lluvia en mi ubicación actual para la noche."
"weather","daily_forecast.intent","¿podré ir en sandalias a principios de junio?"
"weather","hourly_forecast.intent","¿tengo que coger el paraguas esta tarde para salir por A Coruña?"
"weather","N_days_forecast.intent","¿cuándo se acabará este diluvio universal?"
"weather","N_days_forecast.intent","¿crees que nevará este marzo en Viella?"
"weather","daily_forecast.intent","tengo un festival de música dentro de dos días. ¿Me llevo el chubasquero?"
"weather","N_days_forecast.intent","¿cuándo podremos dejar los abrigos de una vez?"
"weather","daily_forecast.intent","¿hay lluvia prevista para el viernes?"
"weather","N_days_forecast.intent","¿cuándo llegará la primera ola de calor de este verano?"
"weather","daily_forecast.intent","¿sabes si mañana hará sol o lluvia en Barcelona?"
"weather","daily_forecast.intent","¿si me voy este finde de vacaciones a la playa, es mejor llevarme un abrigo?"
"weather","current_weather.intent","¿hoy me recomiendas pillar el paraguas si voy por Madrid?"
"weather","N_days_forecast.intent","¿saldrá el sol algun día de esta semana?"
"weather","daily_forecast.intent","¿qué previsión hay en Tarragona para mañana, sol o lluvia?"
"weather","hourly_forecast.intent","¿sabes si hoy hará más viento de lo que está haciendo ahora?"
"weather","hourly_forecast.intent","tengo miedo que haga una tormenta eléctrica esta noche, ¿tú sabes alguna cosa?"
"weather","current_weather.intent","si hoy voy a la playa a Salou, ¿tendré frío?"
"weather","daily_forecast.intent","¿hará frío en Barcelona mañana por la mañana?"
"weather","daily_forecast.intent","¿mañana habrá mucha niebla en Gijón?"
"weather","N_days_forecast.intent","¿tiene que llover esta semana en Valencia?"
"weather","current_weather.intent","mírame si llueve en Bilbao"
"weather","N_days_forecast.intent","¿hará mucho sol estos días en Huesca?"
"weather","current_temperature.intent","dime si ayer hizo mucho calor en Menorca"
"weather","current_weather.intent","infórmame del tiempo actual en Pontevedra"
"weather","is_fog.intent","¿hay niebla en Oviedo?"
"weather","daily_forecast.intent","¿qué tiempo hará en Badajoz este finde?"
"weather","daily_forecast.intent","¿cuál es la previsión meteorológica para mañana?"
"weather","daily_forecast.intent","dime el tiempo que se espera el martes."
"weather","N_days_forecast.intent","necesito información sobre la meteorología de la semana que viene."
"weather","hourly_forecast.intent","por favor, el tiempo de esta tarde."
"weather","hourly_forecast.intent","¿qué han dicho los del tiempo para la noche?"
"weather","hourly_forecast.intent","¿qué previsión de tiempo hay para las cuatro?"
"weather","hourly_forecast.intent","¿sabes cómo estará el tiempo a las cinco?"
"weather","daily_forecast.intent","¿qué tiempo se espera para el día dos?"
"weather","daily_forecast.intent","¿puedes decirme la previsión para Sevilla?"
"weather","daily_forecast.intent","¿cómo estará el clima mañana?"
"weather","daily_forecast.intent","¿el domingo podremos hacer el vermut en una terraza en Barcelona?"
"weather","daily_forecast.intent","¿hará bueno para San Juan?"
"weather","daily_forecast.intent","me voy el finde a Londres, ¿cómo ves el tiempo por allí?"
"weather","N_days_forecast.intent","¿cuándo volverá a salir el sol en Formentera?"
"weather","daily_forecast.intent","¿se prevé viento en Lanzarote? Me gustaría surfear"
"weather","daily_forecast.intent","¿hará día de playa mañana?"
"weather","daily_forecast.intent","¿qué previsión hay para Madrid estos días?"
"weather","daily_forecast.intent","¿qué tiempo sale para mañana en Cádiz?"
"weather","current_temperature.intent","¿hoy en Barcelona me tengo que abrigar mucho?"
"weather","daily_forecast.intent","¿me puedes decir la previsión para mañana en Sitges?"
"weather","daily_forecast.intent","¿te puedes convertir en un presentador del tiempo y decirme la previsión meteorológica para hoy?"
"weather","daily_forecast.intent","¿como pinta el cielo para mañana?"
"weather","daily_forecast.intent","dime la previsión del tiempo"
"weather","daily_forecast.intent","¿qué te pone de previsión meteorológica para mañana en tus apps del tiempo?"
"weather","hourly_forecast.intent","¿qué tiempo hará esta noche en Badalona?"
"weather","current_weather.intent","¿qué tiempo hace en Cáceres?"
"weather","current_weather.intent","dime el tiempo de Madrid"
"weather","daily_forecast.intent","¿puedes decirme el tiempo de mañana de Vigo?"
"weather","current_weather.intent","infórmame del tiempo actual en Pontevedra"
"weather","hourly_forecast.intent","vivo en Córdoba, ¿tengo que coger paraguas esta tarde?"
"weather","current_weather.intent","¿qué tiempo hizo ayer en el sur de Navarra?"
"weather","current_weather.intent","dame información sobre la meteorología actual de Toledo"
"weather","sunrise","¿a qué hora sale el sol?"
"weather","sunrise","¿cuándo será el amanecer?"
"weather","sunrise","dime la hora de la salida del sol de mañana."
"weather","sunrise","¿cuándo se espera el alba?"
"weather","sunrise","¿me puedes decir el horario de la salida del sol de la semana?"
"weather","sunrise","¿cuándo saldrá el sol?"
"weather","sunrise","¿cuándo amanece hoy?"
"weather","sunrise","dime la hora exacta en la que empieza a haber luz"
"weather","sunrise","¿a qué hora aparece el primer rayo de sol?"
"weather","sunrise","¿podrías avisarme cuando salga el sol?"
"weather","sunrise","¿cuándo empieza a amanecer antes?"
"weather","sunrise","¿a qué hora el sol dirá hola mañana?"
"weather","sunrise","¿a qué hora veré salir el primer rayo de sol por la mañana?"
"weather","sunrise","¿a qué hora el sol me abrazará con sus rayos mañana?"
"weather","sunrise","¿me puedes decir la hora que saldrá el sol mañana?"
"weather","sunrise","he quedado con un amigo a la salida del sol mañana para correr, ¿qué hora será?"
"weather","sunrise","mañana, ¿a qué hora saldrá el sol?"
"weather","sunrise","¿sabes cuándo se levanta el sol?"
"weather","sunrise","¿a qué hora se hace de día?"
"weather","sunrise","hoy, ¿cuándo tendremos los primeros rayos de sol?"
"weather","sunrise","¿a qué hora empezó el día ayer?"
"weather","sunset","¿a qué hora será el crepúsculo la noche de San Juan?"
"weather","sunset","¿cuándo se esconderá el sol el día dos?"
"weather","sunset","necesito el horario de la caída del sol para mañana."
"weather","sunset","dime la hora exacta de la puesta de sol en Badalona."
"weather","sunset","¿cuándo se espera el ocaso?"
"weather","sunset","¿tienes idea de la hora del crepúsculo?"
"weather","sunset","¿a qué hora anochece?"
"weather","sunset","¿cuándo empieza a oscurecer?"
"weather","sunset","¿en qué momento se puede admirar la puesta de sol?"
"weather","sunset","¿cuándo cae el sol en agosto?"
"weather","sunset","quiero saber la hora exacta del atardecer en Honolulu"
"weather","sunset","¿hoy a qué hora el sol dirá adiós?"
"weather","sunset","¿a qué hora se irá a dormir el sol esta noche?"
"weather","sunset","¿mañana a qué hora será el crepúsculo?"
"weather","sunset","¿a qué hora mañana me quedaré sin sol?"
"weather","sunset","¿a qué hora ya no habrá la luz del sol por las calles hoy?"
"weather","sunset","¿cuándo se va el sol?"
"weather","sunset","¿a qué hora se hace de noche?"
"weather","sunset","mañana, ¿cuándo se hará de noche?"
"weather","sunset","¿puedes decirme a qué hora se va a dormir el sol hoy?"
"weather","sunset","¿a qué hora se fue el sol ayer?"
"wikipedia","common_query","búscame información sobre los caracoles"
"wikipedia","common_query","¿qué sabes de biología?"
"wikipedia","common_query","necesito informarme sobre el cambio climático."
"wikipedia","common_query","¿tienes información sobre eclipses?"
"wikipedia","common_query","cuéntame algo sobre historia de Roma."
"wikipedia","wiki.intent","¿qué dice la Wikipedia sobre Don Quijote?"
"wikipedia","wiki.intent","léeme el artículo de Wikipedia sobre dinosaurios."
"wikipedia","common_query","explícame qué es la fotosíntesis."
"wikipedia","common_query","aclárame qué son los huesos."
"wikipedia","common_query","quiero saber qué son exactamente las liebres de mar"
"wikipedia","common_query","dime cuándo se producirá el solsiticio de verano este año"
"wikipedia","wiki.intent","¿podrías buscar en la wikipedia información sobre la caza de brujas en Europa?"
"wikipedia","common_query","explícame todo lo que sepas sobre la cultura maorí"
"wikipedia","common_query","quiero que me hagas un resumen sobre la llegada de Colón a América"
"wikipedia","common_query","me molaría aprender sobre mitología nórdica. ¿Qué sabes del tema?"
"wikipedia","common_query","consulta cómo se crearon las estaciones y por qué son cuatro"
"wikipedia","common_query","tengo mucha curiosidad por que me cuentes sobre el ornitorrinco"
"wikipedia","common_query","tengo que hacer un trabajo sobre el procesamiento del lenguaje natural"
"wikipedia","common_query","¿me puedes explicar qué es el cáncer de colon?"
"wikipedia","common_query","necesito info sobre el presidente de españa actual"
"wikipedia","common_query","¿qué sabes del planeta saturno?"
"wikipedia","common_query","si eres tan amable, ¿me puedes pasar información sobre la ciudad de Madrid?"
"wikipedia","common_query","¿qué quiere decir que tengo hipertensión?"
"wikipedia","common_query","¿me puedes explicar la historia de Andorra?"
"wikipedia","common_query","no entiendo qué es la ley de Newton"
"wikipedia","common_query","dime lo que sepas sobre la fiesta nacional de la cerveza"
"wikipedia","common_query","cuéntame sobre la primera guerra mundial"
"wikipedia","common_query","¿qué es la fotosíntesis?"
"wikipedia","common_query","léeme el artículo sobre los pingüinos emperador"
"wikipedia","common_query","¿qué sabes sobre la edad del cobre?"
"wikipedia","common_query","información sobre el hinojo"
"wikipedia","common_query","¿qué es el BSC?"
"wikipedia","common_query","¿qué narices es el poliamor?"
"wikipedia","wikiroulette.intent","léeme algo de la wikipedia"
"wikipedia","wikiroulette.intent","dame información sobre cualquier tema"
"wikipedia","wikiroulette.intent","explícame algo"
"wikipedia","wikiroulette.intent","lee alguna entrada de wikipedia"
"wikipedia","wikiroulette.intent","cuéntame alguna información rándom"
"wikipedia","wikiroulette.intent","busca cualquier chorrada en wikipedia"
"wikipedia","wikiroulette.intent","háblame sobre algún artículo de wikipedia que te llame la atención"
"wikipedia","wikiroulette.intent","busca alguna publicación random de wikipedia"
"wikipedia","wikiroulette.intent","te doy vía libre para que busques lo que te apetezca"
"wikipedia","wikiroulette.intent","¿hay algo en wikipedia que te interese?"
"wikipedia","wikiroulette.intent","quiero que busques información sobre algún tema raro"
"wikipedia","wikiroulette.intent","estoy aburrida, ¿me puedes enviar un artículo de la Wikipedia?"
"wikipedia","wikiroulette.intent","quiero que me sorprendas con un artículo interesante de la Wikipedia"
"wikipedia","wikiroulette.intent","por favor, ¿me puedes leer algo interesante de la Wikipedia?"
"wikipedia","wikiroulette.intent","envíame un artículo random de la Wiki"
"wikipedia","wikiroulette.intent","pásame el artículo más leído de la wikipedia"
"wikipedia","wikiroulette.intent","lee un artículo aleatorio"
"wikipedia","wikiroulette.intent","¿cuál es la curiosidad del día?"
"wikipedia","wikiroulette.intent","elige algun artículo de la wikipedia al azar y explícamelo"
"wikipedia","wikiroulette.intent","cuéntame un artículo random"
"wikipedia","wikiroulette.intent","artículo al azar"
